,char,unicode
0,',0x27
1,',0x27
2,',0x27
3,',0x27
4,',0x27
5,',0x27
6,',0x27
7,',0x27
8,',0x27
9,',0x27
10,',0x27
11,',0x27
12,',0x27
13,',0x27
14,',0x27
15,',0x27
16,',0x27
17,',0x27
18,',0x27
19,',0x27
20,',0x27
21,',0x27
22,',0x27
23,',0x27
24,',0x27
25,',0x27
26,',0x27
27,',0x27
28,',0x27
29,',0x27
30,',0x27
31,',0x27
32,',0x27
33,',0x27
34,',0x27
35,',0x27
36,',0x27
37,',0x27
38,',0x27
39,',0x27
40,',0x27
41,',0x27
42,',0x27
43,',0x27
44,',0x27
45,',0x27
46,',0x27
47,',0x27
48,',0x27
49,',0x27
50,',0x27
51,',0x27
52,',0x27
53,',0x27
54,',0x27
55,',0x27
56,',0x27
57,',0x27
58,',0x27
59,',0x27
60,',0x27
61,',0x27
62,',0x27
63,',0x27
64,',0x27
65,',0x27
66,',0x27
67,',0x27
68,',0x27
69,',0x27
70,',0x27
71,',0x27
72,',0x27
73,',0x27
74,',0x27
75,',0x27
76,',0x27
77,',0x27
78,',0x27
79,',0x27
80,',0x27
81,',0x27
82,',0x27
83,',0x27
84,',0x27
85,',0x27
86,',0x27
87,',0x27
88,',0x27
89,',0x27
90,',0x27
91,',0x27
92,',0x27
93,',0x27
94,',0x27
95,',0x27
96,',0x27
97,',0x27
98,',0x27
99,',0x27
100,',0x27
101,',0x27
102,',0x27
103,',0x27
104,',0x27
105,',0x27
106,',0x27
107,',0x27
108,',0x27
109,',0x27
110,',0x27
111,',0x27
112,',0x27
113,',0x27
114,',0x27
115,',0x27
116,',0x27
117,',0x27
118,',0x27
119,',0x27
120,',0x27
121,',0x27
122,',0x27
123,',0x27
124,',0x27
125,',0x27
126,',0x27
127,',0x27
128,',0x27
129,',0x27
130,',0x27
131,',0x27
132,',0x27
133,',0x27
134,',0x27
135,',0x27
136,',0x27
137,',0x27
138,',0x27
139,',0x27
140,',0x27
141,',0x27
142,',0x27
143,',0x27
144,',0x27
145,',0x27
146,',0x27
147,',0x27
148,',0x27
149,',0x27
150,',0x27
151,',0x27
152,',0x27
153,',0x27
154,',0x27
155,',0x27
156,',0x27
157,',0x27
158,',0x27
159,',0x27
160,',0x27
161,',0x27
162,',0x27
163,',0x27
164,',0x27
165,',0x27
166,',0x27
167,',0x27
168,',0x27
169,',0x27
170,',0x27
171,',0x27
172,',0x27
173,',0x27
174,',0x27
175,',0x27
176,',0x27
177,',0x27
178,',0x27
179,',0x27
180,',0x27
181,',0x27
182,',0x27
183,',0x27
184,',0x27
185,',0x27
186,',0x27
187,',0x27
188,',0x27
189,',0x27
190,',0x27
191,',0x27
192,',0x27
193,',0x27
194,',0x27
195,',0x27
196,',0x27
197,',0x27
198,',0x27
199,',0x27
200,',0x27
201,',0x27
202,',0x27
203,',0x27
204,',0x27
205,',0x27
206,',0x27
207,',0x27
208,',0x27
209,',0x27
210,',0x27
211,',0x27
212,',0x27
213,',0x27
214,',0x27
215,',0x27
216,',0x27
217,',0x27
218,',0x27
219,',0x27
220,',0x27
221,',0x27
222,',0x27
223,',0x27
224,',0x27
225,',0x27
226,',0x27
227,',0x27
228,',0x27
229,',0x27
230,',0x27
231,',0x27
232,',0x27
233,',0x27
234,',0x27
235,',0x27
236,',0x27
237,',0x27
238,',0x27
239,',0x27
240,',0x27
241,',0x27
