,char,unicode
0,サ,0x30b5
1,サ,0x30b5
2,サ,0x30b5
3,サ,0x30b5
4,サ,0x30b5
5,サ,0x30b5
6,サ,0x30b5
7,サ,0x30b5
8,サ,0x30b5
9,サ,0x30b5
10,サ,0x30b5
11,サ,0x30b5
12,サ,0x30b5
13,サ,0x30b5
14,サ,0x30b5
15,サ,0x30b5
16,サ,0x30b5
17,サ,0x30b5
18,サ,0x30b5
19,サ,0x30b5
20,サ,0x30b5
21,サ,0x30b5
22,サ,0x30b5
23,サ,0x30b5
24,サ,0x30b5
25,サ,0x30b5
26,サ,0x30b5
27,サ,0x30b5
28,サ,0x30b5
29,サ,0x30b5
30,サ,0x30b5
31,サ,0x30b5
32,サ,0x30b5
33,サ,0x30b5
34,サ,0x30b5
35,サ,0x30b5
36,サ,0x30b5
37,サ,0x30b5
38,サ,0x30b5
39,サ,0x30b5
40,サ,0x30b5
41,サ,0x30b5
42,サ,0x30b5
43,サ,0x30b5
44,サ,0x30b5
45,サ,0x30b5
46,サ,0x30b5
47,サ,0x30b5
48,サ,0x30b5
49,サ,0x30b5
50,サ,0x30b5
51,サ,0x30b5
52,サ,0x30b5
53,サ,0x30b5
54,サ,0x30b5
55,サ,0x30b5
56,サ,0x30b5
57,サ,0x30b5
58,サ,0x30b5
59,サ,0x30b5
60,サ,0x30b5
61,サ,0x30b5
62,サ,0x30b5
63,サ,0x30b5
64,サ,0x30b5
65,サ,0x30b5
66,サ,0x30b5
67,サ,0x30b5
68,サ,0x30b5
69,サ,0x30b5
70,サ,0x30b5
71,サ,0x30b5
72,サ,0x30b5
73,サ,0x30b5
74,サ,0x30b5
75,サ,0x30b5
76,サ,0x30b5
77,サ,0x30b5
78,サ,0x30b5
79,サ,0x30b5
80,サ,0x30b5
81,サ,0x30b5
82,サ,0x30b5
83,サ,0x30b5
84,サ,0x30b5
85,サ,0x30b5
86,サ,0x30b5
87,サ,0x30b5
88,サ,0x30b5
89,サ,0x30b5
90,サ,0x30b5
91,サ,0x30b5
92,サ,0x30b5
93,サ,0x30b5
94,サ,0x30b5
95,サ,0x30b5
96,サ,0x30b5
97,サ,0x30b5
98,サ,0x30b5
99,サ,0x30b5
100,サ,0x30b5
101,サ,0x30b5
102,サ,0x30b5
103,サ,0x30b5
104,サ,0x30b5
105,サ,0x30b5
106,サ,0x30b5
107,サ,0x30b5
108,サ,0x30b5
109,サ,0x30b5
110,サ,0x30b5
111,サ,0x30b5
112,サ,0x30b5
113,サ,0x30b5
114,サ,0x30b5
115,サ,0x30b5
116,サ,0x30b5
117,サ,0x30b5
118,サ,0x30b5
119,サ,0x30b5
120,サ,0x30b5
121,サ,0x30b5
122,サ,0x30b5
123,サ,0x30b5
124,サ,0x30b5
125,サ,0x30b5
126,サ,0x30b5
127,サ,0x30b5
128,サ,0x30b5
129,サ,0x30b5
130,サ,0x30b5
131,サ,0x30b5
132,サ,0x30b5
133,サ,0x30b5
134,サ,0x30b5
135,サ,0x30b5
136,サ,0x30b5
137,サ,0x30b5
138,サ,0x30b5
139,サ,0x30b5
140,サ,0x30b5
141,サ,0x30b5
142,サ,0x30b5
143,サ,0x30b5
144,サ,0x30b5
145,サ,0x30b5
146,サ,0x30b5
147,サ,0x30b5
148,サ,0x30b5
149,サ,0x30b5
150,サ,0x30b5
151,サ,0x30b5
152,サ,0x30b5
153,サ,0x30b5
154,サ,0x30b5
155,サ,0x30b5
156,サ,0x30b5
157,サ,0x30b5
158,サ,0x30b5
