,char,unicode
0,ル,0x30eb
1,ル,0x30eb
2,ル,0x30eb
3,ル,0x30eb
4,ル,0x30eb
5,ル,0x30eb
6,ル,0x30eb
7,ル,0x30eb
8,ル,0x30eb
9,ル,0x30eb
10,ル,0x30eb
11,ル,0x30eb
12,ル,0x30eb
13,ル,0x30eb
14,ル,0x30eb
15,ル,0x30eb
16,ル,0x30eb
17,ル,0x30eb
18,ル,0x30eb
19,ル,0x30eb
20,ル,0x30eb
21,ル,0x30eb
22,ル,0x30eb
23,ル,0x30eb
24,ル,0x30eb
25,ル,0x30eb
26,ル,0x30eb
27,ル,0x30eb
28,ル,0x30eb
29,ル,0x30eb
30,ル,0x30eb
31,ル,0x30eb
32,ル,0x30eb
33,ル,0x30eb
34,ル,0x30eb
35,ル,0x30eb
36,ル,0x30eb
37,ル,0x30eb
38,ル,0x30eb
39,ル,0x30eb
40,ル,0x30eb
41,ル,0x30eb
42,ル,0x30eb
43,ル,0x30eb
44,ル,0x30eb
45,ル,0x30eb
46,ル,0x30eb
47,ル,0x30eb
48,ル,0x30eb
49,ル,0x30eb
50,ル,0x30eb
51,ル,0x30eb
52,ル,0x30eb
53,ル,0x30eb
54,ル,0x30eb
55,ル,0x30eb
56,ル,0x30eb
57,ル,0x30eb
58,ル,0x30eb
59,ル,0x30eb
60,ル,0x30eb
61,ル,0x30eb
62,ル,0x30eb
63,ル,0x30eb
64,ル,0x30eb
65,ル,0x30eb
66,ル,0x30eb
67,ル,0x30eb
68,ル,0x30eb
69,ル,0x30eb
70,ル,0x30eb
71,ル,0x30eb
72,ル,0x30eb
73,ル,0x30eb
74,ル,0x30eb
75,ル,0x30eb
76,ル,0x30eb
77,ル,0x30eb
78,ル,0x30eb
79,ル,0x30eb
80,ル,0x30eb
81,ル,0x30eb
82,ル,0x30eb
83,ル,0x30eb
84,ル,0x30eb
85,ル,0x30eb
86,ル,0x30eb
87,ル,0x30eb
88,ル,0x30eb
89,ル,0x30eb
90,ル,0x30eb
91,ル,0x30eb
92,ル,0x30eb
93,ル,0x30eb
94,ル,0x30eb
95,ル,0x30eb
96,ル,0x30eb
97,ル,0x30eb
98,ル,0x30eb
99,ル,0x30eb
100,ル,0x30eb
101,ル,0x30eb
102,ル,0x30eb
103,ル,0x30eb
104,ル,0x30eb
105,ル,0x30eb
106,ル,0x30eb
107,ル,0x30eb
108,ル,0x30eb
109,ル,0x30eb
110,ル,0x30eb
111,ル,0x30eb
112,ル,0x30eb
113,ル,0x30eb
114,ル,0x30eb
115,ル,0x30eb
116,ル,0x30eb
117,ル,0x30eb
118,ル,0x30eb
119,ル,0x30eb
120,ル,0x30eb
121,ル,0x30eb
122,ル,0x30eb
123,ル,0x30eb
124,ル,0x30eb
125,ル,0x30eb
126,ル,0x30eb
127,ル,0x30eb
128,ル,0x30eb
129,ル,0x30eb
130,ル,0x30eb
131,ル,0x30eb
132,ル,0x30eb
133,ル,0x30eb
134,ル,0x30eb
135,ル,0x30eb
136,ル,0x30eb
137,ル,0x30eb
138,ル,0x30eb
139,ル,0x30eb
140,ル,0x30eb
141,ル,0x30eb
142,ル,0x30eb
143,ル,0x30eb
144,ル,0x30eb
145,ル,0x30eb
146,ル,0x30eb
147,ル,0x30eb
148,ル,0x30eb
149,ル,0x30eb
150,ル,0x30eb
151,ル,0x30eb
152,ル,0x30eb
153,ル,0x30eb
154,ル,0x30eb
155,ル,0x30eb
156,ル,0x30eb
157,ル,0x30eb
158,ル,0x30eb
159,ル,0x30eb
160,ル,0x30eb
161,ル,0x30eb
162,ル,0x30eb
163,ル,0x30eb
164,ル,0x30eb
165,ル,0x30eb
166,ル,0x30eb
167,ル,0x30eb
168,ル,0x30eb
169,ル,0x30eb
170,ル,0x30eb
171,ル,0x30eb
172,ル,0x30eb
173,ル,0x30eb
174,ル,0x30eb
175,ル,0x30eb
176,ル,0x30eb
177,ル,0x30eb
178,ル,0x30eb
179,ル,0x30eb
180,ル,0x30eb
181,ル,0x30eb
182,ル,0x30eb
183,ル,0x30eb
184,ル,0x30eb
185,ル,0x30eb
186,ル,0x30eb
187,ル,0x30eb
188,ル,0x30eb
189,ル,0x30eb
190,ル,0x30eb
191,ル,0x30eb
192,ル,0x30eb
193,ル,0x30eb
194,ル,0x30eb
195,ル,0x30eb
196,ル,0x30eb
197,ル,0x30eb
198,ル,0x30eb
199,ル,0x30eb
200,ル,0x30eb
201,ル,0x30eb
202,ル,0x30eb
203,ル,0x30eb
204,ル,0x30eb
205,ル,0x30eb
206,ル,0x30eb
207,ル,0x30eb
208,ル,0x30eb
209,ル,0x30eb
210,ル,0x30eb
211,ル,0x30eb
212,ル,0x30eb
213,ル,0x30eb
214,ル,0x30eb
215,ル,0x30eb
216,ル,0x30eb
217,ル,0x30eb
218,ル,0x30eb
219,ル,0x30eb
220,ル,0x30eb
221,ル,0x30eb
222,ル,0x30eb
223,ル,0x30eb
224,ル,0x30eb
225,ル,0x30eb
226,ル,0x30eb
227,ル,0x30eb
228,ル,0x30eb
229,ル,0x30eb
230,ル,0x30eb
