,char,unicode
0,S,0x53
1,S,0x53
2,S,0x53
3,S,0x53
4,S,0x53
5,S,0x53
6,S,0x53
7,S,0x53
8,S,0x53
9,S,0x53
10,S,0x53
11,S,0x53
12,S,0x53
13,S,0x53
14,S,0x53
15,S,0x53
16,S,0x53
17,S,0x53
18,S,0x53
19,S,0x53
20,S,0x53
21,S,0x53
22,S,0x53
23,S,0x53
24,S,0x53
25,S,0x53
26,S,0x53
27,S,0x53
28,S,0x53
29,S,0x53
30,S,0x53
31,S,0x53
32,S,0x53
33,S,0x53
34,S,0x53
35,S,0x53
36,S,0x53
37,S,0x53
38,S,0x53
39,S,0x53
40,S,0x53
41,S,0x53
42,S,0x53
43,S,0x53
44,S,0x53
45,S,0x53
46,S,0x53
47,S,0x53
48,S,0x53
49,S,0x53
50,S,0x53
51,S,0x53
52,S,0x53
53,S,0x53
54,S,0x53
55,S,0x53
56,S,0x53
57,S,0x53
58,S,0x53
59,S,0x53
60,S,0x53
61,S,0x53
62,S,0x53
63,S,0x53
64,S,0x53
65,S,0x53
66,S,0x53
67,S,0x53
68,S,0x53
69,S,0x53
70,S,0x53
71,S,0x53
72,S,0x53
73,S,0x53
74,S,0x53
75,S,0x53
76,S,0x53
77,S,0x53
78,S,0x53
79,S,0x53
80,S,0x53
81,S,0x53
82,S,0x53
83,S,0x53
84,S,0x53
85,S,0x53
86,S,0x53
87,S,0x53
88,S,0x53
89,S,0x53
90,S,0x53
91,S,0x53
92,S,0x53
93,S,0x53
94,S,0x53
95,S,0x53
96,S,0x53
97,S,0x53
98,S,0x53
99,S,0x53
100,S,0x53
101,S,0x53
102,S,0x53
103,S,0x53
104,S,0x53
105,S,0x53
106,S,0x53
107,S,0x53
108,S,0x53
109,S,0x53
110,S,0x53
111,S,0x53
112,S,0x53
113,S,0x53
114,S,0x53
115,S,0x53
116,S,0x53
117,S,0x53
118,S,0x53
119,S,0x53
120,S,0x53
121,S,0x53
122,S,0x53
123,S,0x53
124,S,0x53
125,S,0x53
126,S,0x53
127,S,0x53
128,S,0x53
129,S,0x53
130,S,0x53
131,S,0x53
132,S,0x53
133,S,0x53
134,S,0x53
135,S,0x53
136,S,0x53
137,S,0x53
