,char,unicode
0,ナ,0x30ca
1,ナ,0x30ca
2,ナ,0x30ca
3,ナ,0x30ca
4,ナ,0x30ca
5,ナ,0x30ca
6,ナ,0x30ca
7,ナ,0x30ca
8,ナ,0x30ca
9,ナ,0x30ca
10,ナ,0x30ca
11,ナ,0x30ca
12,ナ,0x30ca
13,ナ,0x30ca
14,ナ,0x30ca
15,ナ,0x30ca
16,ナ,0x30ca
17,ナ,0x30ca
18,ナ,0x30ca
19,ナ,0x30ca
20,ナ,0x30ca
21,ナ,0x30ca
22,ナ,0x30ca
23,ナ,0x30ca
24,ナ,0x30ca
25,ナ,0x30ca
26,ナ,0x30ca
27,ナ,0x30ca
28,ナ,0x30ca
29,ナ,0x30ca
30,ナ,0x30ca
31,ナ,0x30ca
32,ナ,0x30ca
33,ナ,0x30ca
34,ナ,0x30ca
35,ナ,0x30ca
36,ナ,0x30ca
37,ナ,0x30ca
38,ナ,0x30ca
39,ナ,0x30ca
40,ナ,0x30ca
41,ナ,0x30ca
42,ナ,0x30ca
43,ナ,0x30ca
44,ナ,0x30ca
45,ナ,0x30ca
46,ナ,0x30ca
47,ナ,0x30ca
48,ナ,0x30ca
49,ナ,0x30ca
50,ナ,0x30ca
51,ナ,0x30ca
52,ナ,0x30ca
53,ナ,0x30ca
54,ナ,0x30ca
55,ナ,0x30ca
56,ナ,0x30ca
57,ナ,0x30ca
58,ナ,0x30ca
59,ナ,0x30ca
60,ナ,0x30ca
61,ナ,0x30ca
62,ナ,0x30ca
63,ナ,0x30ca
64,ナ,0x30ca
65,ナ,0x30ca
66,ナ,0x30ca
67,ナ,0x30ca
68,ナ,0x30ca
69,ナ,0x30ca
70,ナ,0x30ca
71,ナ,0x30ca
72,ナ,0x30ca
73,ナ,0x30ca
74,ナ,0x30ca
75,ナ,0x30ca
76,ナ,0x30ca
77,ナ,0x30ca
78,ナ,0x30ca
79,ナ,0x30ca
80,ナ,0x30ca
81,ナ,0x30ca
82,ナ,0x30ca
83,ナ,0x30ca
84,ナ,0x30ca
85,ナ,0x30ca
86,ナ,0x30ca
87,ナ,0x30ca
88,ナ,0x30ca
89,ナ,0x30ca
90,ナ,0x30ca
91,ナ,0x30ca
92,ナ,0x30ca
93,ナ,0x30ca
94,ナ,0x30ca
95,ナ,0x30ca
96,ナ,0x30ca
97,ナ,0x30ca
98,ナ,0x30ca
99,ナ,0x30ca
100,ナ,0x30ca
101,ナ,0x30ca
102,ナ,0x30ca
103,ナ,0x30ca
104,ナ,0x30ca
105,ナ,0x30ca
106,ナ,0x30ca
107,ナ,0x30ca
108,ナ,0x30ca
109,ナ,0x30ca
110,ナ,0x30ca
111,ナ,0x30ca
112,ナ,0x30ca
113,ナ,0x30ca
114,ナ,0x30ca
115,ナ,0x30ca
116,ナ,0x30ca
117,ナ,0x30ca
118,ナ,0x30ca
119,ナ,0x30ca
120,ナ,0x30ca
121,ナ,0x30ca
122,ナ,0x30ca
123,ナ,0x30ca
124,ナ,0x30ca
125,ナ,0x30ca
126,ナ,0x30ca
127,ナ,0x30ca
128,ナ,0x30ca
129,ナ,0x30ca
130,ナ,0x30ca
131,ナ,0x30ca
132,ナ,0x30ca
133,ナ,0x30ca
134,ナ,0x30ca
135,ナ,0x30ca
136,ナ,0x30ca
137,ナ,0x30ca
138,ナ,0x30ca
139,ナ,0x30ca
140,ナ,0x30ca
141,ナ,0x30ca
142,ナ,0x30ca
143,ナ,0x30ca
144,ナ,0x30ca
145,ナ,0x30ca
146,ナ,0x30ca
147,ナ,0x30ca
148,ナ,0x30ca
149,ナ,0x30ca
150,ナ,0x30ca
151,ナ,0x30ca
152,ナ,0x30ca
153,ナ,0x30ca
